term,beta_1se_halfand10,beta_min_halfand10,beta_1se_1and10,beta_min_1and10,beta_1se_1and20,beta_min_1and20,beta_1se_Tracts_half,beta_min_Tracts_half,beta_1se_Tracts1,beta_min_Tracts1
Urban1:Year2015:CensusTract36081091800,0,0,2.954381374908139e-16,7.385953437270347e-17,1.4375494956600272e-16,1.4375494956600272e-16,0,0,1.4375494956600272e-16,1.4375494956600272e-16
Urban1:Year2015:CensusTract36059517500,0,0,2.954381374908139e-16,2.215786031181104e-16,2.03497056880413e-4,2.03497056880413e-4,0,0,2.03497056880413e-4,2.03497056880413e-4
Urban1:Year2015:CensusTract36059407700,0,0,2.954381374908139e-16,6.647358093543312e-16,4.7943422737662e-6,4.7943422737662e-6,0,0,4.7943422737662e-6,4.7943422737662e-6
Urban0:Year2015:CensusTract36089492400,0,0,2.954381374908139e-16,6.647358093543312e-16,0,0,0,0,0,0
Urban1:CountyGreene,0,0,4.1779088414835007e-16,1.0444772103708751e-15,5.082240565653883e-17,5.082240565653883e-17,0,0,5.082240565653883e-17,5.082240565653883e-17
Urban1:Year2015:CensusTract36119011200,0,0,7.385953437270347e-16,4.431572062362208e-16,9.49526164708444e-4,9.49526164708444e-4,0,0,9.49526164708444e-4,9.49526164708444e-4
Urban1:Year2019:CountyRockland,0,0,9.130594585499184e-16,8.947982693789201e-16,1.1284674230775764e-15,1.1284674230775764e-15,0,0,1.1284674230775764e-15,1.1284674230775764e-15
CensusTract36055011100,0,0,1.0444772103708751e-15,1.1489249314079627e-15,0.09962599105343338,0.09962599105343338,0,0,0.09962599105343338,0.09962599105343338
Urban0:Year2019:CensusTract36003951300,0,0,1.1817525499632555e-15,1.1817525499632555e-15,0,0,0,0,0,0
Urban0:Year2015:CensusTract36025971300,0,0,1.9203478936902902e-15,2.5112241686719182e-15,0,0,0,0,0,0
Urban0:Year2015:CensusTract36111955300,0,0,2.2157860311811042e-15,1.9203478936902902e-15,0,0,0,0,0,0
Urban0:Year2015:CensusTract36111950900,0,0,3.3975385811443593e-15,3.1759599780262495e-15,0,0,0,0,0,0
Urban1:POP2010,3.7883784232735033e-6,5.636422805840081e-6,2.268002454705828e-5,2.2813438248780873e-5,2.2870973666069123e-5,2.2870973666069123e-5,4.85666964898134e-6,5.743294013399975e-6,2.2870973666069123e-5,2.2870973666069123e-5
Urban1:CensusTract36029010001,0,0,5.03306062564227e-5,5.2974852935262164e-5,0.01208222999308852,0.01208222999308852,0,0,0.01208222999308852,0.01208222999308852
Urban1:CensusTract36015000300,0,0,6.237346844876279e-5,1.3212171955019028e-4,1.4725324530734081e-4,1.4725324530734081e-4,0,0,1.4725324530734081e-4,1.4725324530734081e-4
Urban1:NUMGQTRS,2.4675822004259107e-5,2.914940668331908e-5,7.28054385685727e-5,7.243049107069043e-5,7.218807596333788e-5,7.218807596333788e-5,2.2881219760215762e-5,2.5086959694361852e-5,7.218807596333788e-5,7.218807596333788e-5
Urban1:CensusTract36067005700,0,0,8.48937388410618e-5,1.0976022285910861e-4,0.003894242092177577,0.003894242092177577,0,0,0.003894242092177577,0.003894242092177577
Urban1:CensusTract36087010102,0,0,9.003131043299832e-5,0.021509572689496603,0.0021419137880486685,0.0021419137880486685,0,0,0.0021419137880486685,0.0021419137880486685
Urban1:CensusTract36055015301,0,0,9.269165089537908e-5,1.2002561269264829e-4,8.842605587813993e-5,8.842605587813993e-5,0,0,8.842605587813993e-5,8.842605587813993e-5
Urban1:CensusTract36065026600,0,0,9.78138244043617e-5,1.8189181069124094e-4,1.5710696613052225e-4,1.5710696613052225e-4,0,0,1.5710696613052225e-4,1.5710696613052225e-4
Urban1:CensusTract36081091601,0,0,9.924703054467022e-5,1.5714295057837942e-4,0.0023338282912546593,0.0023338282912546593,0,0,0.0023338282912546593,0.0023338282912546593
Urban1:CensusTract36081092200,0,0,1.0718756095389986e-4,1.9608797805154197e-4,0.002218115224420179,0.002218115224420179,0,0,0.002218115224420179,0.002218115224420179
Urban1:CensusTract36081092800,0,0,1.0892722014490852e-4,2.0305149931889105e-4,0.002359537228177329,0.002359537228177329,0,0,0.002359537228177329,0.002359537228177329
Urban1:CensusTract36065025900,0,0,1.3733393583450866e-4,2.2349976070189484e-4,1.1121156931377645e-4,1.1121156931377645e-4,0,0,1.1121156931377645e-4,1.1121156931377645e-4
Urban1:CensusTract36067015500,0,0,1.4352643100118637e-4,6.782899330355973e-5,0.004308915647088997,0.004308915647088997,0,0,0.004308915647088997,0.004308915647088997
Urban1:CensusTract36067012800,0,0,1.557612343950469e-4,6.517706840656182e-5,0.004614380359848389,0.004614380359848389,0,0,0.004614380359848389,0.004614380359848389
Urban1:CensusTract36103158410,0,0,1.628894336773231e-4,2.3608540907840434e-4,0.0014667060688451012,0.0014667060688451012,0,0,0.0014667060688451012,0.0014667060688451012
Urban1:CensusTract36067016100,0,0,1.6637478119875396e-4,9.753670480780435e-5,0.0017280096641977933,0.0017280096641977933,0,0,0.0017280096641977933,0.0017280096641977933
Urban1:CensusTract36067015201,0,0,1.6872824610374756e-4,8.275584097287687e-5,0.0024924251621074676,0.0024924251621074676,0,0,0.0024924251621074676,0.0024924251621074676
Urban1:CensusTract36067010500,0,0,1.6998823920569815e-4,8.20767160450159e-5,0.00462089559445992,0.00462089559445992,0,0,0.00462089559445992,0.00462089559445992
Urban1:CensusTract36067010100,0,0,1.7981856198313369e-4,9.55253597949633e-5,0.002002942237908388,0.002002942237908388,0,0,0.002002942237908388,0.002002942237908388
Urban1:CensusTract36067011022,0,0,1.8034359790112595e-4,7.460164004103345e-5,0.009951706241910307,0.009951706241910307,0,0,0.009951706241910307,0.009951706241910307
Urban1:CensusTract36087011800,0,0,1.9294798370586382e-4,7.442282501047772e-4,0.006331808439542517,0.006331808439542517,0,0,0.006331808439542517,0.006331808439542517
Urban1:CensusTract36067014900,0,0,2.0790806231692379e-4,2.5791407966135546e-4,0.0015297610271175512,0.0015297610271175512,0,0,0.0015297610271175512,0.0015297610271175512
CensusTract36103158108,0,0,-2.1213921069781054e-4,-0.0287192373223427,-0.061464527844559316,-0.061464527844559316,0,0,-0.061464527844559316,-0.061464527844559316
Urban1:CensusTract36055011201,0,0,2.2465296872667642e-4,3.8004343867452476e-4,9.565796272295018e-4,9.565796272295018e-4,0,0,9.565796272295018e-4,9.565796272295018e-4
CensusTract36071011300,0,0,2.3707395991394862e-4,0.013084030772451823,0.026361451249849555,0.026361451249849555,0,0,0.026361451249849555,0.026361451249849555
Urban1:CensusTract36081107201,0,0,2.4392070920552076e-4,2.4702369580738537e-4,0.0030984367798705024,0.0030984367798705024,0,0,0.0030984367798705024,0.0030984367798705024
Urban1:CensusTract36029017300,0,0,2.470824536604428e-4,4.141806643596909e-4,0.0014949111709423074,0.0014949111709423074,0,0,0.0014949111709423074,0.0014949111709423074
Urban1:CensusTract36065025002,0,0,2.4719933269001587e-4,3.965628193163591e-4,0.001316567262178125,0.001316567262178125,0,0,0.001316567262178125,0.001316567262178125
Urban1:CensusTract36103134704,0,0,2.5297082104605394e-4,4.313942692808504e-4,0.0010702521493366538,0.0010702521493366538,0,0,0.0010702521493366538,0.0010702521493366538
Urban0:CountyLewis,0,0.0013254991127945035,2.536662146906425e-4,3.332394149611753e-4,0,0,0,0,0,0
Urban1:CensusTract36029013701,0,0,2.5493122451949817e-4,4.156940155332727e-4,0.0011778604475287241,0.0011778604475287241,0,0,0.0011778604475287241,0.0011778604475287241
Urban1:CensusTract36029010807,0,0,2.5519074274339286e-4,4.017237921305605e-4,0.0011919422541918823,0.0011919422541918823,0,0,0.0011919422541918823,0.0011919422541918823
Urban1:CensusTract36029012902,0,0,2.5565953431166125e-4,4.181013406771046e-4,0.001106229719569594,0.001106229719569594,0,0,0.001106229719569594,0.001106229719569594
Urban1:CensusTract36093032000,0,0,2.6926305721133235e-4,4.7076111519435166e-4,0.001018462260924835,0.001018462260924835,0,0,0.001018462260924835,0.001018462260924835
Urban1:CensusTract36093032101,0,0,2.697242399345219e-4,4.7365478838971804e-4,9.756290385823854e-4,9.756290385823854e-4,0,0,9.756290385823854e-4,9.756290385823854e-4
Urban1:CensusTract36103158322,0,0,2.698143980626785e-4,4.82507661386241e-4,0.0012796734019632325,0.0012796734019632325,0,0,0.0012796734019632325,0.0012796734019632325
Urban1:CensusTract36029009113,0,0,2.7060474369011044e-4,4.65393747261883e-4,0.0011029372053423447,0.0011029372053423447,0,0,0.0011029372053423447,0.0011029372053423447
Urban1:CensusTract36035970600,0,0,2.732391196053821e-4,4.2084647550303506e-4,0.001392594174192311,0.001392594174192311,0,0,0.001392594174192311,0.001392594174192311
Urban1:CensusTract36083052301,0,0,2.752417857410756e-4,4.656578822306224e-4,0.0016241160348921533,0.0016241160348921533,0,0,0.0016241160348921533,0.0016241160348921533
Urban1:CensusTract36015010300,0,0,2.758263439847884e-4,4.560694293502188e-4,0.0016962252115624305,0.0016962252115624305,0,0,0.0016962252115624305,0.0016962252115624305
Urban1:CensusTract36067016400,0,0,2.761353124903638e-4,4.49382922941643e-4,0.0013541209382762801,0.0013541209382762801,0,0,0.0013541209382762801,0.0013541209382762801
Urban1:CensusTract36029013201,0,0,2.830461599731778e-4,4.6325309420679824e-4,0.0012148105882252894,0.0012148105882252894,0,0,0.0012148105882252894,0.0012148105882252894
Urban1:CensusTract36043011200,0,0,2.859226585198776e-4,4.3262255683129735e-4,0.0012883078411041712,0.0012883078411041712,0,0,0.0012883078411041712,0.0012883078411041712
Urban1:CensusTract36067015400,0,0,2.866442782503225e-4,4.613979809154519e-4,0.001453495157673139,0.001453495157673139,0,0,0.001453495157673139,0.001453495157673139
Urban1:CensusTract36095740200,0,0,3.0060363611527133e-4,4.626674338296363e-4,0.003021128454635305,0.003021128454635305,0,0,0.003021128454635305,0.003021128454635305
Urban1:CensusTract36103146611,0,0,3.021274500404831e-4,5.249299932089171e-4,0.0011714791826745348,0.0011714791826745348,0,0,0.0011714791826745348,0.0011714791826745348
Urban1:CensusTract36113070702,0,0,3.0633916847609547e-4,5.133356536409793e-4,0.0011295132752035702,0.0011295132752035702,0,0,0.0011295132752035702,0.0011295132752035702
Urban1:CensusTract36009961000,0,0,3.0879961374754135e-4,4.8124681474921217e-4,0.0014886775983454267,0.0014886775983454267,0,0,0.0014886775983454267,0.0014886775983454267
Urban1:CensusTract36055013203,0,0,3.1533432614641187e-4,5.029734988647484e-4,0.0013759241780538292,0.0013759241780538292,0,0,0.0013759241780538292,0.0013759241780538292
Urban1:CensusTract36103159107,0,0,3.1926839054967744e-4,5.57271225785043e-4,0.0013489614809335053,0.0013489614809335053,0,0,0.0013489614809335053,0.0013489614809335053
CensusTract36055011201,0,0,3.2242771984636776e-4,0.02373435508475703,0.051377374577256614,0.051377374577256614,0,0,0.051377374577256614,0.051377374577256614
Urban1:CensusTract36015011100,0,0,3.2249617577095885e-4,4.947290500824327e-4,0.0016336516785720513,0.0016336516785720513,0,0,0.0016336516785720513,0.0016336516785720513
Urban1:CensusTract36103158111,0,0,3.321941673882335e-4,5.773646903506934e-4,0.0019035916837441033,0.0019035916837441033,0,0,0.0019035916837441033,0.0019035916837441033
Urban1:CensusTract36103190706,0,0,3.328494744568317e-4,5.836597872720401e-4,0.001713229510237182,0.001713229510237182,0,0,0.001713229510237182,0.001713229510237182
Urban1:CensusTract36103158110,0,0,3.3442940002916216e-4,5.8740050157307e-4,0.001256219971733951,0.001256219971733951,0,0,0.001256219971733951,0.001256219971733951
Urban1:CensusTract36103158710,0,0,3.3477535393483353e-4,5.705254232504757e-4,0.0017089738118733885,0.0017089738118733885,0,0,0.0017089738118733885,0.0017089738118733885
Urban1:CensusTract36103111504,0,0,3.34891771792206e-4,5.778921303597413e-4,0.001848847694968498,0.001848847694968498,0,0,0.001848847694968498,0.001848847694968498
Urban1:CensusTract36115088000,0,0,3.36946576604408e-4,5.161061762541733e-4,0.001801883970413639,0.001801883970413639,0,0,0.001801883970413639,0.001801883970413639
Urban1:CensusTract36067011500,0,0,3.394414390658767e-4,5.726336284901648e-4,0.001904899084079007,0.001904899084079007,0,0,0.001904899084079007,0.001904899084079007
CensusTract36071011101,0,0,3.4141985745131143e-4,0.01408916543571768,0.028270043204875767,0.028270043204875767,0,0,0.028270043204875767,0.028270043204875767
Urban1:CensusTract36103122404,0,0,3.540437294519573e-4,6.259304481410335e-4,0.0013429667561462248,0.0013429667561462248,0,0,0.0013429667561462248,0.0013429667561462248
Urban1:CensusTract36103159411,0,0,3.6205645403018913e-4,6.255200528676592e-4,0.0013266374146143002,0.0013266374146143002,0,0,0.0013266374146143002,0.0013266374146143002
Urban1:CensusTract36071012700,0,0,3.749337858209683e-4,6.323071396787696e-4,0.0017488095744807991,0.0017488095744807991,0,0,0.0017488095744807991,0.0017488095744807991
Urban1:CensusTract36071001300,0,0,3.7996171965922853e-4,6.752483237801199e-4,0.0015968810629413287,0.0015968810629413287,0,0,0.0015968810629413287,0.0015968810629413287
Urban1:CensusTract36055011604,0,0,3.8254768811014667e-4,5.047566214347504e-4,0.0014481128642368113,0.0014481128642368113,0,0,0.0014481128642368113,0.0014481128642368113
Urban1:CensusTract36055011203,0,0,3.8614731925038425e-4,5.416003321840066e-4,0.0013326608906958535,0.0013326608906958535,0,0,0.0013326608906958535,0.0013326608906958535
Urban1:CensusTract36071011101,0,0,3.866772995603431e-4,6.880653970850546e-4,0.0015257340250566277,0.0015257340250566277,0,0,0.0015257340250566277,0.0015257340250566277
Urban1:CensusTract36103146703,0,0,4.081854882654724e-4,7.225477708605753e-4,0.0016255774588390336,0.0016255774588390336,0,0,0.0016255774588390336,0.0016255774588390336
Urban1:CensusTract36071011300,0,0,4.0940742917674116e-4,7.000002192223045e-4,0.0016333650167797969,0.0016333650167797969,0,0,0.0016333650167797969,0.0016333650167797969
Urban1:CensusTract36103190603,0,0,4.0985471515101406e-4,6.976959342165862e-4,0.0028018124100289395,0.0028018124100289395,0,0,0.0028018124100289395,0.0028018124100289395
Urban1:CensusTract36029010804,0,0,4.146478743597822e-4,5.403176154493931e-4,0.0015011458246457516,0.0015011458246457516,0,0,0.0015011458246457516,0.0015011458246457516
Urban1:CensusTract36029008900,0,0,4.1988499818655455e-4,5.847240114553463e-4,0.0013332169066969026,0.0013332169066969026,0,0,0.0013332169066969026,0.0013332169066969026
Urban1:CensusTract36055011605,0,0,4.251490497393005e-4,5.937064608752478e-4,0.0015245912415698243,0.0015245912415698243,0,0,0.0015245912415698243,0.0015245912415698243
Urban1:CensusTract36037950400,0,0,4.2797057759768974e-4,5.75336091710676e-4,0.0015293434290350695,0.0015293434290350695,0,0,0.0015293434290350695,0.0015293434290350695
CensusTract36119014811,0,0,4.313502626674322e-4,5.402915521427858e-4,0.17053161321919635,0.17053161321919635,0,0,0.17053161321919635,0.17053161321919635
Urban1:CensusTract36029010808,0,0,4.315648082061558e-4,5.704493256452623e-4,0.0014208932916461216,0.0014208932916461216,0,0,0.0014208932916461216,0.0014208932916461216
Urban1:CensusTract36067010600,0,0,4.3633540370138345e-4,2.362039920313328e-4,0.005525405396641595,0.005525405396641595,0,0,0.005525405396641595,0.005525405396641595
Urban1:CensusTract36103110801,0,0,4.396664163264553e-4,6.230795179141562e-4,0.0013107918030988445,0.0013107918030988445,0,0,0.0013107918030988445,0.0013107918030988445
Urban1:CensusTract36103190504,0,0,4.4664497703118355e-4,6.48146805421723e-4,0.0013572916512430524,0.0013572916512430524,0,0,0.0013572916512430524,0.0013572916512430524
Urban1:CensusTract36029013202,0,0,4.4981923189530294e-4,6.363014086736911e-4,0.001442498388117737,0.001442498388117737,0,0,0.001442498388117737,0.001442498388117737
Urban1:CensusTract36113070900,0,0,4.549201462309665e-4,6.518601624306158e-4,0.0014465364708366707,0.0014465364708366707,0,0,0.0014465364708366707,0.0014465364708366707
Urban1:CensusTract36063024404,0,0,4.566352154045771e-4,5.905660237838793e-4,0.001925683566298044,0.001925683566298044,0,0,0.001925683566298044,0.001925683566298044
Urban1:CensusTract36103147503,0,0,4.572865682076896e-4,6.594485908848424e-4,0.0013073494364590616,0.0013073494364590616,0,0,0.0013073494364590616,0.0013073494364590616
Urban1:CensusTract36065025200,0,0,4.5748447361083916e-4,5.640243290345793e-4,0.0021694763308782636,0.0021694763308782636,0,0,0.0021694763308782636,0.0021694763308782636
Urban1:CensusTract36065025400,0,0,4.5768464665579497e-4,6.434511559416893e-4,0.0016283185574535405,0.0016283185574535405,0,0,0.0016283185574535405,0.0016283185574535405
Urban0:CensusTract36041950300,0,0,4.6239563330843455e-4,5.801315825062341e-4,0,0,0,0,0,0
Urban1:CensusTract36065025300,0,0,4.638473459065522e-4,6.413900687702568e-4,0.0015900142191551609,0.0015900142191551609,0,0,0.0015900142191551609,0.0015900142191551609
Urban1:CensusTract36029010809,0,0,4.6481029870830735e-4,6.110935588047521e-4,0.0019465250226992819,0.0019465250226992819,0,0,0.0019465250226992819,0.0019465250226992819
Urban1:CensusTract36029014603,0,0,4.707939939470483e-4,6.805973170603472e-4,0.0014897733496586215,0.0014897733496586215,0,0,0.0014897733496586215,0.0014897733496586215
Urban1:Year2019:CensusTract36067012200,0,0,4.7309135245858833e-4,8.482804088375697e-4,7.187747478300136e-17,7.187747478300136e-17,0,0,7.187747478300136e-17,7.187747478300136e-17
Urban1:CensusTract36067015000,0,0,4.7346442387127536e-4,6.786472486368847e-4,0.0014909727523379503,0.0014909727523379503,0,0,0.0014909727523379503,0.0014909727523379503
Urban1:CensusTract36093033003,0,0,4.7641569385078797e-4,6.138077639449993e-4,0.0019152906403292669,0.0019152906403292669,0,0,0.0019152906403292669,0.0019152906403292669
Urban1:CensusTract36029007304,0,0,4.766427562536825e-4,6.719518224366958e-4,0.001656316428471972,0.001656316428471972,0,0,0.001656316428471972,0.001656316428471972
Urban1:CensusTract36055014204,0,0,4.8622479975175186e-4,6.802370752754692e-4,0.002000420288847985,0.002000420288847985,0,0,0.002000420288847985,0.002000420288847985
Urban1:CensusTract36063022200,0,0,4.8766225011748725e-4,6.360616161225512e-4,0.001793615109840415,0.001793615109840415,0,0,0.001793615109840415,0.001793615109840415
Urban0:CensusTract36041950100,0,0,4.918384684087882e-4,6.088032556753498e-4,0,0,0,0,0,0
Urban0:CensusTract36019100400,0,0,4.920913062228742e-4,6.286725553704852e-4,0,0,0,0,0,0
Urban1:CensusTract36065023501,0,0,4.951308216150446e-4,6.578477680847124e-4,0.001879173079153102,0.001879173079153102,0,0,0.001879173079153102,0.001879173079153102
Urban1:CensusTract36103111401,0,0,4.981931580918474e-4,7.068009727287578e-4,0.0014232822474648612,0.0014232822474648612,0,0,0.0014232822474648612,0.0014232822474648612
Urban1:CensusTract36103190708,0,0,5.097504560871826e-4,6.858586777451522e-4,0.0016062322194869885,0.0016062322194869885,0,0,0.0016062322194869885,0.0016062322194869885
Urban1:CensusTract36007013301,0,0,5.129167185503775e-4,5.949620363117467e-4,0.011945538330127087,0.011945538330127087,0,0,0.011945538330127087,0.011945538330127087
Urban1:CensusTract36067014500,0,0,5.180536666256629e-4,6.66438610968821e-4,0.00210524873414525,0.00210524873414525,0,0,0.00210524873414525,0.00210524873414525
Urban1:CensusTract36055003700,0,0,5.182230515116497e-4,6.583257732783849e-4,0.0016470798250814065,0.0016470798250814065,0,0,0.0016470798250814065,0.0016470798250814065
Urban1:CensusTract36029013600,0,0,5.201018623313817e-4,7.084914881647296e-4,0.0017202335981146523,0.0017202335981146523,0,0,0.0017202335981146523,0.0017202335981146523
Urban1:CensusTract36065024301,0,0,5.218033205303673e-4,6.935698238294015e-4,0.001886634304031681,0.001886634304031681,0,0,0.001886634304031681,0.001886634304031681
Urban1:CensusTract36103158206,0,0,5.218995589585201e-4,7.166827683889555e-4,0.0018208139094259114,0.0018208139094259114,0,0,0.0018208139094259114,0.0018208139094259114
Urban1:CensusTract36067013701,0,0,5.234915696476242e-4,6.79071778151725e-4,0.0019120201250979827,0.0019120201250979827,0,0,0.0019120201250979827,0.0019120201250979827
Urban1:CensusTract36103201004,0,0,5.27233828811604e-4,7.259499522519953e-4,0.001862363495598806,0.001862363495598806,0,0,0.001862363495598806,0.001862363495598806
Urban1:CensusTract36067010322,0,0,5.278015026743874e-4,7.607803692280555e-4,0.0016974504748167559,0.0016974504748167559,0,0,0.0016974504748167559,0.0016974504748167559
Urban1:CensusTract36065023502,0,0,5.295711135803807e-4,7.136999101721051e-4,0.0017218019865831856,0.0017218019865831856,0,0,0.0017218019865831856,0.0017218019865831856
Urban1:CensusTract36029012003,0,0,5.306166112548042e-4,6.873402639115663e-4,0.0023197089288300755,0.0023197089288300755,0,0,0.0023197089288300755,0.0023197089288300755
Urban1:CensusTract36029009402,0,0,5.313378170918317e-4,7.065824412691078e-4,0.0018669871775245628,0.0018669871775245628,0,0,0.0018669871775245628,0.0018669871775245628
Urban1:CensusTract36107020402,0,0,5.314244282675048e-4,7.352784478696112e-4,0.0016473513499223635,0.0016473513499223635,0,0,0.0016473513499223635,0.0016473513499223635
Urban1:CensusTract36029009104,0,0,5.314500522924826e-4,7.024499205389311e-4,0.002109785199876304,0.002109785199876304,0,0,0.002109785199876304,0.002109785199876304
Urban1:CensusTract36055006100,0,0,5.3270743871804e-4,6.813415389187421e-4,0.00198334391311011,0.00198334391311011,0,0,0.00198334391311011,0.00198334391311011
Urban1:CensusTract36029014000,0,0,5.339169312764715e-4,7.050162453202013e-4,0.0019928189851829564,0.0019928189851829564,0,0,0.0019928189851829564,0.0019928189851829564
Urban1:CensusTract36029008001,0,0,5.350472165719264e-4,7.195969105343205e-4,0.001930160035323524,0.001930160035323524,0,0,0.001930160035323524,0.001930160035323524
Urban1:CensusTract36067015202,0,0,5.363220754672333e-4,7.692308702152813e-4,0.0017456179131929302,0.0017456179131929302,0,0,0.0017456179131929302,0.0017456179131929302
Urban1:CensusTract36067014800,0,0,5.37562418068446e-4,7.295442344709527e-4,0.0012795988470396943,0.0012795988470396943,0,0,0.0012795988470396943,0.0012795988470396943
Urban1:CensusTract36103122707,0,0,5.385351474359206e-4,7.551187745310181e-4,0.0024071160666738413,0.0024071160666738413,0,0,0.0024071160666738413,0.0024071160666738413
Urban1:CensusTract36087011303,0,0,5.412885174637235e-4,0.001383600136455291,0.002001783665652351,0.002001783665652351,0,0,0.002001783665652351,0.002001783665652351
Urban1:CensusTract36029010805,0,0,5.414978632743439e-4,6.91890044644394e-4,0.002524954342784392,0.002524954342784392,0,0,0.002524954342784392,0.002524954342784392
Urban1:CensusTract36065022702,0,0,5.447651801001217e-4,7.033205830875678e-4,0.0018871224973295493,0.0018871224973295493,0,0,0.0018871224973295493,0.0018871224973295493
Urban1:CensusTract36067012600,0,0,5.455586123537587e-4,7.153194248956051e-4,0.0021720226370904937,0.0021720226370904937,0,0,0.0021720226370904937,0.0021720226370904937
Urban1:CensusTract36019102100,0,0,5.471215470694816e-4,3.6641789368609427e-4,0.016481209087413535,0.016481209087413535,0,0,0.016481209087413535,0.016481209087413535
Urban1:CensusTract36063023405,0,0,5.478855732709161e-4,7.17066486455573e-4,0.0024283772937458777,0.0024283772937458777,0,0,0.0024283772937458777,0.0024283772937458777
Urban1:CensusTract36093032601,0,0,5.483375616892321e-4,7.34341713842546e-4,0.0015426623574739055,0.0015426623574739055,0,0,0.0015426623574739055,0.0015426623574739055
Urban1:CensusTract36109001300,0,0,5.488877537032785e-4,6.766958006556501e-4,0.0016726429829765073,0.0016726429829765073,0,0,0.0016726429829765073,0.0016726429829765073
Urban1:CountyRockland,0,0,5.501134393564763e-4,6.237338118037096e-4,0.001527347179192083,0.001527347179192083,0,0,0.001527347179192083,0.001527347179192083
Urban1:CensusTract36067011012,0,0,5.501152572345592e-4,6.980043505012113e-4,0.002512523885898566,0.002512523885898566,0,0,0.002512523885898566,0.002512523885898566
Urban1:CensusTract36093032503,0,0,5.520391895967876e-4,7.415921000509084e-4,0.0018362774609634875,0.0018362774609634875,0,0,0.0018362774609634875,0.0018362774609634875
Urban1:CensusTract36055010700,0,0,5.531995697812387e-4,7.098181001622471e-4,0.0018594041216291402,0.0018594041216291402,0,0,0.0018594041216291402,0.0018594041216291402
Urban1:CensusTract36093033002,0,0,5.555640825103364e-4,7.480121214027121e-4,0.0017755602338548422,0.0017755602338548422,0,0,0.0017755602338548422,0.0017755602338548422
Urban1:CensusTract36093032402,0,0,5.563275602706793e-4,7.425079479168802e-4,0.002106641435691134,0.002106641435691134,0,0,0.002106641435691134,0.002106641435691134
Urban1:CensusTract36029005300,0,0,5.625370027200852e-4,6.24161630472919e-4,6.43923215219877e-4,6.43923215219877e-4,0,0,6.43923215219877e-4,6.43923215219877e-4
Urban1:CensusTract36015010900,0,0,5.629905639620062e-4,7.347448252956467e-4,0.0021566146113083987,0.0021566146113083987,0,0,0.0021566146113083987,0.0021566146113083987
Urban1:CensusTract36093032403,0,0,5.642870603056939e-4,7.337690731586924e-4,0.006718367754847058,0.006718367754847058,0,0,0.006718367754847058,0.006718367754847058
Urban1:CensusTract36029009004,0,0,5.668642725727449e-4,7.482648532800182e-4,0.0021833044529755144,0.0021833044529755144,0,0,0.0021833044529755144,0.0021833044529755144
Urban1:CensusTract36103158607,0,0,5.686650076510392e-4,8.036507039148893e-4,0.0020229846763260553,0.0020229846763260553,0,0,0.0020229846763260553,0.0020229846763260553
Urban1:CensusTract36083051902,0,0,5.698606188139512e-4,7.359454966001684e-4,0.0020140141955307233,0.0020140141955307233,0,0,0.0020140141955307233,0.0020140141955307233
Urban1:CensusTract36067016002,0,0,5.699012144544339e-4,7.801053355778657e-4,0.0020204895751503964,0.0020204895751503964,0,0,0.0020204895751503964,0.0020204895751503964
Urban1:CensusTract36065021601,0,0,5.702308093375298e-4,7.460309804801085e-4,0.0022268040253238764,0.0022268040253238764,0,0,0.0022268040253238764,0.0022268040253238764
Urban1:CensusTract36029009702,0,0,5.703181831221532e-4,7.207856711117964e-4,0.0025115422596238535,0.0025115422596238535,0,0,0.0025115422596238535,0.0025115422596238535
Urban1:CensusTract36067011242,0,0,5.704379538320045e-4,8.01899571043805e-4,0.0018035873420196823,0.0018035873420196823,0,0,0.0018035873420196823,0.0018035873420196823
Urban1:CensusTract36029015301,0,0,5.740917768225155e-4,7.552543180284677e-4,0.0020523388452292255,0.0020523388452292255,0,0,0.0020523388452292255,0.0020523388452292255
Urban1:CensusTract36029010101,0,0,5.743194592955999e-4,7.33019893801552e-4,0.0025038950579022927,0.0025038950579022927,0,0,0.0025038950579022927,0.0025038950579022927
Urban1:CensusTract36029014209,0,0,5.756515237024007e-4,7.52456265809621e-4,0.002489664205381076,0.002489664205381076,0,0,0.002489664205381076,0.002489664205381076
Urban1:CensusTract36087011000,0,0,5.777567546559367e-4,0.001446884636193685,0.0021343995551310717,0.0021343995551310717,0,0,0.0021343995551310717,0.0021343995551310717
Urban1:CensusTract36093032102,0,0,5.777848900247392e-4,7.828754457207426e-4,0.001869614942873111,0.001869614942873111,0,0,0.001869614942873111,0.001869614942873111
Year2015:CensusTract36065026600,0,0,5.812136382842475e-4,7.255513448787044e-4,0,0,0,0,0,0
Urban1:CensusTract36069050202,0,0,5.823812885999411e-4,8.081550813431838e-4,0.0021289876032288143,0.0021289876032288143,0,0,0.0021289876032288143,0.0021289876032288143
Urban1:CensusTract36093032502,0,0,5.832462882240771e-4,7.541684851870639e-4,0.0021798597350205654,0.0021798597350205654,0,0,0.0021798597350205654,0.0021798597350205654
Urban1:CensusTract36093032901,0,0,5.840934200202347e-4,7.535046731075536e-4,0.002445208233529877,0.002445208233529877,0,0,0.002445208233529877,0.002445208233529877
Urban1:CensusTract36067013400,0,0,5.842100785739334e-4,7.40810049969811e-4,0.002109178250798423,0.002109178250798423,0,0,0.002109178250798423,0.002109178250798423
